 2.26282 -4.15501
   3.969 -5.20837


 0.894242 0.0191922
0.00688781 0.57495


 1.20498 -4.04445
  1.9798 -4.53596


0.433186 -3.60312
 1.20498 -4.04445


 5.26293 -6.42879
  5.9107 -6.11032


 0.636475 -0.408678
 0.894242 0.0191922


-0.00642284 -2.77801
0.325911 -3.04567


 2.01925 -4.51853
 2.19192 -4.19736


 5.15768 -6.70758
 5.26293 -6.42879


0.379653 -3.40798
0.433186 -3.60312


 13.5561 -9.92739
 13.5021 -9.79775


  1.9798 -4.53596
 2.01925 -4.51853


0.422873 -3.59538
 1.20115 -4.03957


 1.20115 -4.03957
  1.9797 -4.53812


  1.9797 -4.53812
 2.01849 -4.52192


 2.16507 -4.23902
 2.27666 -4.16044


 5.15128 -6.70305
 5.29337 -6.41217


 5.29337 -6.41217
 5.89839 -6.09902


 0.635172 -0.407567
0.895497 0.018385


0.895497 0.018385
0.00561386 0.574089


-0.467459 -2.53062
0.274739 -2.97971


 1.53511 -4.27492
 1.95744 -4.55367


 1.99654 -4.53624
 2.02148 -4.43787


 2.02148 -4.43787
 2.11401 -4.29401


 2.11401 -4.29401
 2.23532 -4.17136


 5.10941 -6.74469
5.22345 -6.4778


 0.635089 -0.409134
  0.876977 0.00531382


  0.876977 0.00531382
0.0822714 0.504303


-0.259355 -2.65416
0.263038 -2.95722


 1.56787 -4.26938
  1.9775 -4.53599


  1.9775 -4.53599
 2.04069 -4.50582


 2.04069 -4.50582
 2.14461 -4.28577


 2.14461 -4.28577
 2.26921 -4.16434


 5.16321 -6.72066
   5.328 -6.40207


 0.634877 -0.408562
  0.872485 -0.0100662


  0.872485 -0.0100662
0.0325397 0.519839


-0.788425 -2.91502
-0.579201 -2.55371


-0.579201 -2.55371
0.310315 -3.14723


 0.37268 -3.55472
0.539438 -3.74233


0.539438 -3.74233
0.588564 -3.74629


0.588564 -3.74629
1.00899 -4.0195


  1.5256 -4.30016
 1.59673 -4.37687


 1.59673 -4.37687
 1.86233 -4.54269


 1.86233 -4.54269
 2.01391 -4.57458


 2.01391 -4.57458
 2.03278 -4.49313


 2.03278 -4.49313
 2.17949 -4.25478


 2.17949 -4.25478
 2.24925 -4.20913


 5.14866 -6.74174
 5.28718 -6.46977


 5.28718 -6.46977
 5.91382 -6.12897


   13.54 -9.80547
  14.122 -8.97079


  1.44171 -0.939922
 0.636425 -0.466199


 0.636425 -0.466199
  0.856987 -0.0315356


  0.856987 -0.0315356
0.117232 0.421218


-0.933377 -2.4094
-1.00183 -2.90589


-1.00183 -2.90589
-0.821959 -2.994


-0.821959 -2.994
-0.604274 -2.61433


-0.596199 -2.60187
0.152172 -3.04873


0.214067 -3.05665
0.287697 -3.23272


0.399207 -3.71788
0.541003 -3.81003


 2.00012 -4.59359
 2.12035 -4.34021


 2.12035 -4.34021
 2.23955 -4.24951


 2.23955 -4.24951
 3.85143 -5.20116


 5.15364 -6.72692
 5.33628 -6.43108


 5.45159 -6.39493
 5.86577 -6.14354


 13.6863 -10.4208
 13.5679 -9.70456


 13.5679 -9.70456
 14.0831 -8.89971


 1.41581 -1.00649
 0.565504 -0.519732


 0.565504 -0.519732
   0.78556 -0.0821741


   0.78556 -0.0821741
0.103793 0.335143


-1.22136 -2.24562
-0.971229 -2.38683


-0.971229 -2.38683
-0.957271 -2.4927


-1.06225 -2.88323
 -0.8147 -2.98878


 -0.8147 -2.98878
-0.611814 -2.60304


-0.59036 -2.60718
0.214294 -3.06768


0.214294 -3.06768
0.280579 -3.23886


0.363095 -3.65927
0.482349 -3.7747


0.482349 -3.7747
 1.51266 -4.35158


 1.51266 -4.35158
 1.94372 -4.63163


 1.98174 -4.61338
 2.14599 -4.30501


 2.14599 -4.30501
 2.23296 -4.24899


 2.23296 -4.24899
 3.65689 -5.08283


 5.15965 -6.75593
 5.31931 -6.44059


 13.6776 -10.4132
 13.6041 -9.63981


 13.6041 -9.63981
 14.0076 -8.95232


 1.40894 -1.00684
  0.55199 -0.515202


  0.55199 -0.515202
 0.788692 -0.091496


 0.788692 -0.091496
0.169082 0.284464


-1.48254 -2.07641
-0.95422 -2.40727


-0.95422 -2.40727
-0.960077 -2.47983


-1.07356 -2.82138
-1.04698 -2.88396


-1.04698 -2.88396
-0.827287 -2.98898


-0.827287 -2.98898
-0.624374 -2.61463


-0.624374 -2.61463
0.261984 -3.18858


0.403117 -3.74364
1.50132 -4.3614


1.50132 -4.3614
 1.54416 -4.41516


 1.93414 -4.64499
1.98375 -4.6059


 1.98111 -4.60016
2.14919 -4.2957


2.14919 -4.2957
 2.21446 -4.25487


 2.21446 -4.25487
 3.81295 -5.21664


 5.11729 -6.77635
 5.25899 -6.49608


 5.31347 -6.44943
 5.62254 -6.30535


 5.62254 -6.30535
 5.87508 -6.14568


 13.6501 -10.4704
 13.5996 -9.62955


 13.5996 -9.62955
 14.0239 -8.95203


 14.0239 -8.95203
 14.4598 -8.78505


 4.41825 -2.69277
 4.17475 -2.54118


 4.17475 -2.54118
 4.26476 -2.34885


1.4061 -1.008
 0.547049 -0.513647


 0.785505 -0.088356
0.240416 0.23946


 -1.7543 -1.98027
-0.962996 -2.44219


-0.962996 -2.44219
-0.968951 -2.51657


-1.06445 -2.81923
-1.08308 -2.90843


-1.08308 -2.90843
-0.835806 -3.03344


-0.835806 -3.03344
-0.628972 -2.64222


-0.599129 -2.64759
0.214775 -3.1101


0.395783 -3.7539
 1.95367 -4.64997


 1.98438 -4.63618
 2.00056 -4.55802


 2.00056 -4.55802
 2.15105 -4.30352


 2.15105 -4.30352
 2.22526 -4.26973


 2.22526 -4.26973
 3.89889 -5.27544


 5.02719 -6.57294
 5.18498 -6.70369


 5.18498 -6.70369
 5.30808 -6.45487


 5.30808 -6.45487
 5.61484 -6.31416


 5.61484 -6.31416
 5.92784 -6.11095


 13.5988 -9.64439
 14.1039 -8.84915


 14.1039 -8.84915
 14.5067 -8.91567


 4.16815 -2.53831
  4.2576 -2.33067


  4.2576 -2.33067
 3.81263 -2.06429


 1.39684 -1.03054
 0.529287 -0.543787


 0.529287 -0.543787
0.299194 0.156471


-4.95006 -4.17222
-5.38795 -4.9048


-2.26308 -2.2222
-2.13612 -2.23252


-1.80737 -1.95663
-0.981487 -2.43004


-0.981487 -2.43004
-0.980414 -2.54103


  -1.077 -2.84943
-1.06692 -2.92679


-1.06692 -2.92679
-0.840084 -3.02825


-0.840084 -3.02825
-0.618836 -2.65206


-0.618836 -2.65206
0.211044 -3.1218


 0.33409 -3.62137
0.391191 -3.77577


 1.91108 -4.66877
1.96733 -4.6414


 2.21097 -4.28636
 3.79736 -5.22428


 5.13692 -6.77799
 5.25187 -6.52501


 5.25187 -6.52501
 5.82311 -6.18012


13.5845 -9.797
 13.6057 -9.64054


 13.6057 -9.64054
 13.9798 -9.01386


 4.29474 -2.64762
 4.15746 -2.55535


 4.15746 -2.55535
 4.24318 -2.33735


 1.38942 -1.03586
 0.539369 -0.554103


 0.539369 -0.554103
 0.626376 -0.357935


 0.626376 -0.357935
 0.383415 0.0951409


-4.32941 -2.85302
-4.26002 -2.93139


-4.26002 -2.93139
-4.33158 -3.05147


-4.33158 -3.05147
-4.23561 -3.13932


-4.23561 -3.13932
-4.25234 -3.28067


-4.25234 -3.28067
-4.73649 -3.96629


-4.73649 -3.96629
-5.02404 -4.26306


-1.85273 -1.97141
 -1.7643 -1.97811


 -1.7643 -1.97811
-0.992872 -2.43299


-1.06264 -2.93272
-0.86092 -3.03201


-0.86092 -3.03201
-0.651977 -2.64871


-0.651977 -2.64871
0.209798 -3.12891


0.209798 -3.12891
0.381504 -3.76636


0.381504 -3.76636
0.993654 -4.14153


 1.92081 -4.67679
 1.95784 -4.65759


 1.95784 -4.65759
 1.98779 -4.53818


 1.98779 -4.53818
 2.11049 -4.34428


 2.11049 -4.34428
 2.21646 -4.28666


 5.13258 -6.76572
5.24598 -6.5058


5.24598 -6.5058
 5.86834 -6.16067


  13.542 -9.78124
13.5915 -9.6395


13.5915 -9.6395
 13.8834 -9.13785


 13.8834 -9.13785
 14.1142 -8.93792


 4.32951 -2.66906
 4.15328 -2.55859


 4.15328 -2.55859
 4.23121 -2.36486


 4.23121 -2.36486
 4.10922 -2.26424


1.39616 -1.0376
 0.517721 -0.546415


 0.517721 -0.546415
  0.75708 -0.140184


  0.75708 -0.140184
 0.496197 0.0361608


-4.24227 -3.29347
-4.71985 -3.95347


-1.88094 -2.00718
 -1.7678 -1.97458
